Item,Price,Company,Heat,Date
PNY XLR8 Gaming EPIC-X RGB DDR4 3200MHz CL16 32GB (2x16GB) Desktop Memory Dual Pack Black £109.99 @ Amazon,110.0,Amazon,366.0,2020-10-12 00:00:00.000000
"ASUS Chromebook C223NA (Grey) (Intel Celeron N3350, 4 GB RAM, 32 GB eMMC £178.99 at Amazon",179.0,Amazon,242.0,2020-10-12 00:00:00.000000
"ASUS Chromebook C223, Intel Celeron Processor, 4GB RAM, 32GB eMMC, 11.6"", Grey at John Lewis for £179.99",180.0,John Lewis,262.0,2020-10-12 00:00:00.000000
"HyperX Fury HX432C16FB3K2/16 DIMM DDR4 16 GB Kit (2 x 8 GB) 3200 MHz, CL16 1Rx8, Black - £49.98 @ Amazon",50.0,Amazon,193.0,2020-10-12 00:00:00.000000
TP-Link TL-SG108S 8-Port Desktop Gigabit Ethernet Switch @ £17.99 amazon (+ £4.49 P&P if not prime),18.0,Amazon,260.0,2020-10-12 00:00:00.000000
Echo Dot (3rd Gen) £18.99 / + LIFX Smart Bulb £23.99 / Echo Show 5 £39.99 / Echo Show 8 £59.99 @ Amazon,19.0,Amazon,3016.0,2020-10-12 00:00:00.000000
Redmi Note 9 + Gift £139 / Note 9s + Band £149 / Note 8 Pro + Band £159 / Redmi 9 £129 / Note 10 Lite £279 / Mi 10 Lite + Gift £229 @ Xiaomi,139.0,Xiaomi UK,979.0,2020-10-12 00:00:00.000000
HS110 Kasa Smart plug from TP-Link - with energy monitoring £14.99 prime / £19.48 nonPrime at Amazon,15.0,Amazon,440.0,2020-10-12 00:00:00.000000
Kindle Kids Edition - 4 Colours £54.99 at Amazon Prime,55.0,Amazon,732.0,2020-10-12 00:00:00.000000
Philips Wake-Up Light Alarm Clock with Sunrise Simulation £59.99 @ Amazon,60.0,Amazon,176.0,2020-10-11 00:00:00.000000
Corsair K55 RGB Gaming Keyboard £49.99 (click & collect) @ Argos,50.0,Argos,151.0,2020-10-11 00:00:00.000000
"Crucial MX500 500 GB CT500MX500SSD1(Z)-Up to 560 MB/s (3D NAND, SATA, 2.5 Inch, Internal SSD) £50.20 @ Amazon",50.0,Amazon,752.0,2020-10-11 00:00:00.000000
"SAMSUNG UE55TU8507UXXU 55"" Smart 4K Ultra HD HDR LED TV with Bixby, Alexa & Google Assistant - £599 @ Currys PC World",599.0,Currys PC World,176.0,2020-10-11 00:00:00.000000
Heavy duty TV wall bracket £19.99 + £2.99 delivery @ Aldi,23.0,Aldi,281.0,2020-10-11 00:00:00.000000
TCSUNBOW SSD 480GB 2.5 Inch SATAIII 6 GB/s Internal Solid State Drive - £36.05 Sold by SunBow and Fulfilled by Amazon (Prime Only),36.0,Amazon,450.0,2020-10-11 00:00:00.000000
"Bose SoundSport Sweat & Weather-Resistant Wireless In-Ear Headphones With Bluetooth/NFC, Blue - £89.49 at Amazon",89.0,Amazon,167.0,2020-10-11 00:00:00.000000
"32"" Odyssey G5 WQHD Gaming Monitor with 1000R curved screen - £350 delivered @ Samsung Store",350.0,Samsung,265.0,2020-10-11 00:00:00.000000
Cambridge Audio Melomania 1 (Stone) In Ear Mic Wireless Bluetooth Headphones - £89.95 Delivered @ Richer Sounds,90.0,Richer Sounds,354.0,2020-10-11 00:00:00.000000
CINEPEER C11 3-Axis Smartphone Phone Gimbal. Free UK delivery £42.92 @ AliExpress,43.0,AliExpress,235.0,2020-10-11 00:00:00.000000
"CACAGOO Baby Monitor, Security Camera WiFi Camera 1080 HD Pan/Tilt £16.99 (+£4.49 Non Prime) Sold by CompAcy and Fulfilled by Amazon",17.0,Amazon,153.0,2020-10-11 00:00:00.000000
"Samsung 34"" Premium Curved Monitor C34H890WGU £449 @ Samsung Store",449.0,Samsung,203.0,2020-10-11 00:00:00.000000
Sony Xperia XZ3 - 64GB - Silver - EE - Grade C - £135 @ Cex,135.0,CeX,162.0,2020-10-11 00:00:00.000000
HyperX Predator HX432C16PB3K2/16 Memory 3200MHz DDR4 CL16 DIMM XMP 16GB Kit (2 x 8 GB) Black for £59.34 delivered @ Amazon Germany,59.0,Amazon Germany,422.0,2020-10-11 00:00:00.000000
"AOC C27G1 27"" Full HD 144Hz 1ms FreeSync Curved Gaming Monitor £166.97 @ Laptops Direct",170.0,Laptops Direct,351.0,2020-10-11 00:00:00.000000
2020 Macbook pro 4 thunderbolt 3 port model Space gray £1555 @ Amazon,1555.0,Amazon,342.0,2020-10-11 00:00:00.000000
LG TK10 TV & Soundbar Bracket (Compatible with LG C8 / B8 OLED TVs & SK95 / SK85 TV's) - £1.97 Delivered @ Currys,2.0,Currys PC World,127.0,2020-10-11 00:00:00.000000
"Samsung UE43TU7100 43"" Smart 4K Ultra HD TV With HDR10+ and Crystal Processor 4K £342 @ AO",342.0,ao.com,232.0,2020-10-11 00:00:00.000000
'Open Box' OnePlus 8 Pro 128GB 8GB Onyx Black Smartphone - £549.99 Delivered @ Snatch Deal / Ebay,550.0,eBay,386.0,2020-10-11 00:00:00.000000
Samsung U28E590D 28-Inch 4k UHD Monitor - Black - £159.20 Via Employee Portal @ Samsung,159.0,Samsung,553.0,2020-10-11 00:00:00.000000
Bi-direction 1 In 2 HDMI Splitter £9.34 Prime (+£3.49 non Prime) Sold by BLOOM Store and Fulfilled by Amazon,9.0,Amazon,283.0,2020-10-11 00:00:00.000000
"Crucial 8GB DDR4 2666 SODIMM Laptop Memory, £25.07 with code at Crucial",25.0,Crucial Shop,308.0,2020-10-11 00:00:00.000000
OnePlus Buds (Nord Blue) Bluetooth Headphones - £59.92 @ Amazon,60.0,Amazon,280.0,2020-10-11 00:00:00.000000
"Corsair RM750x 80 PLUS Gold, 750 W Fully Modular ATX Power Supply Unit, £95 at Currys PC world",95.0,Currys PC World,232.0,2020-10-11 00:00:00.000000
Outdoor Solar Light (2 pack) £26.99 Sold by ousfot and Fulfilled by Amazon,27.0,Amazon,522.0,2020-10-11 00:00:00.000000
"ADATA Ultimate SU630 960GB Solid State Drive, Black - £79.98 Delivered @ Amazon",80.0,Amazon,465.0,2020-10-11 00:00:00.000000
SKULLCANDY Ink'd+ Earphones with In-Line Microphone - Red & Black £3.97 at Currys/ebay,4.0,eBay,204.0,2020-10-11 00:00:00.000000
Older Kids Adidas Forest Grove Trainers now £18.26 with code ordered via Adidas app sizes 3 up to 6 free delivery with creator club @ adidas,18.0,Adidas Shop,100.0,2020-10-11 00:00:00.000000
Pro Elec 1m 6 Socket Surge Protected Extension Lead with Neon On Light - Black - £5.91 @ Amazon (+£4.49 Non-Prime),6.0,Amazon,288.0,2020-10-11 00:00:00.000000
Medion 50” Smart 4K UHD TV with HDR £286.94 delivered (From 15th October) @ Aldi,287.0,Aldi,1070.0,2020-10-11 00:00:00.000000
"All-New Fire HD 8 Tablet, 8"" HD display, 32 GB, Black via Alexa £44.99 (Prime Members) @ Amazon",45.0,Amazon,3157.0,2020-10-11 00:00:00.000000
OPPO A72 Smartphone Sim Free £199.99 @ CPW,200.0,Carphone Warehouse,155.0,2020-10-11 00:00:00.000000
Sony WH-1000XM4 Noise Cancelling Wireless Headphones - Black - £305.93 @ Amazon,306.0,Amazon,253.0,2020-10-11 00:00:00.000000
"Kindle Paperwhite 6"" display - 8 GB Black with special offers £79.99 via Alexa / non alexa - Prime members only @ Amazon",80.0,Amazon,1891.0,2020-10-11 00:00:00.000000
"Echo Show 5 –Stay in touch with the help of Alexa, Black £39.99 (Via Alexa) @ Amazon",40.0,Amazon,1459.0,2020-10-11 00:00:00.000000
Amazon Echo Dot 3rd Generation £18.99 (via Alexa) - Prime Members Only @ Amazon,19.0,Amazon,5015.0,2020-10-11 00:00:00.000000
"Belkin E-Series 6 Way/ 6 Plug SurgeStrip Surge Protected Extension Lead - 1 m Cable, White - £6.75 (+£4.49 Non-Prime) @ Amazon",7.0,Amazon,917.0,2020-10-10 00:00:00.000000
Wired Glideshoes Hovershoes - £79 @ Halfords,79.0,Halfords,225.0,2020-10-10 00:00:00.000000
"43"" IPS Double FHD Super UltraWide 120hz Monitor £439.97 @ Laptops Direct",440.0,Laptops Direct,371.0,2020-10-10 00:00:00.000000
"AOC C24G2AE/BK 23.6"" Full HD VA 165 Hz, 1 ms, FreeSync Curved Monitor, £157.17 delivered at CCLOnline",157.0,CCLOnline,268.0,2020-10-10 00:00:00.000000
CCL Mini Stryker - 3100 + RX570 + 8GB + 240GB from £398.99 + other builds + free delivery @ CCLOnline,399.0,CCLOnline,305.0,2020-10-10 00:00:00.000000
"Realme 6 8GB/128GB 6.5"" 90Hz FHD+ Helio G90T 4300mAh Dual Sim Blue £198.82 (~192 fee free) @ Amazon Germany",199.0,Amazon Germany,352.0,2020-10-10 00:00:00.000000
"Crucial BX500 240 GB CT240BX500SSD1(Z)-Up to 540 MB/s (Internal SSD, 3D NAND, SATA, 2.5 Inch) £27.49 @ Amazon",27.0,Amazon,247.0,2020-10-10 00:00:00.000000
Sony WF-SP700N Truly Wireless Noise-Cancelling Sports Headphones Pink £44.97 @ Amazon,45.0,Amazon,123.0,2020-10-10 00:00:00.000000
"USB Type C Cable,5 Pack [0.25M 0.5M 1M 2M 3M] £4.49 + £4.49 NP Sold by NIBIKIA and Fulfilled by Amazon",4.0,Amazon,1284.0,2020-10-10 00:00:00.000000
iPhone 11 128gb Black £639.99 @ Wowcamera,640.0,Wowcamera,172.0,2020-10-10 00:00:00.000000
Harman Kardon Allure - Voice Controlled Bluetooth Speaker with Alexa Integration - £114.92 delivered @ Amazon Germany,115.0,Amazon Germany,298.0,2020-10-10 00:00:00.000000
"Pioneer DJ HDJ-700-K DJ Headphones - Matte Black, £54.97 at Currys PC world",55.0,Currys PC World,196.0,2020-10-10 00:00:00.000000
"LG OLED 55CX5LB 4K UHD TV - £1,299 @ THT",1299.0,THT,170.0,2020-10-10 00:00:00.000000
"LG 75UM7600PLB 75"" A7 Gen 2, Active HDR, 4K TV - £859 @ Sold By Reliant Direct / FBA",859.0,Amazon,292.0,2020-10-10 00:00:00.000000
"Samsung QE55Q65T (2020) QLED HDR 4K Ultra HD Smart TV, 55 inch with TVPlus + 5yr Guarantee - £799 delivered @John Lewis",799.0,John Lewis,185.0,2020-10-10 00:00:00.000000
"Gigabyte 32"" Quad HD 165Hz FreeSync HDR G-SYNC Compatible VA 1ms Gaming Monitor £348.98 @ Scan",349.0,Scan,284.0,2020-10-10 00:00:00.000000
Sony WH-1000XM4 Noise Cancelling Wireless Headphones - 30 hours battery life - £299.94 @ Amazon,300.0,Amazon,378.0,2020-10-10 00:00:00.000000
"Be Quiet! Pure Base 600 Gaming Case, ATX, 2 x Pure Wings 2 Fans, Black - £69.98 at Scan",70.0,Scan,215.0,2020-10-10 00:00:00.000000
"UGREEN USB Type-C 6-in-1 multiport adapter hub (4K HDMI, 3x USB 3.0, SD, TF) for £24.99 delivered using code @ Ugreen fulfilled by Amazon",25.0,Amazon,197.0,2020-10-10 00:00:00.000000
HUAWEI MateBook 13 2020 AMD - £629.99 @ Huawei Store,630.0,Huawei Store,161.0,2020-10-10 00:00:00.000000
TCSUNBOW X3 - 2TB SATAIII 2.5 Inch Internal Solid State Drive - £127.34 @ Sold by SunBow and Fulfilled by Amazon (Prime Exclusive),127.0,Amazon,797.0,2020-10-10 00:00:00.000000
Grade A Used Oppo Reno 2z 8GB 128GB Blue Smartphone - £195.95 @ Pre-Tech / Ebay,196.0,eBay,260.0,2020-10-10 00:00:00.000000
"Black Adata External SSD SC685 2.5"" USB3.2, 2TB, Nand Flash, 530/460MBs Read And Write Speeds - £172.78 @ Amazon",173.0,Amazon,231.0,2020-10-10 00:00:00.000000
AWD DELTA Ryzen 5 3600 SIX Core Radeon RX 5700XT MSI EVOKE 8GB PC for Gaming £869.98 @ AWD-IT,870.0,AWD-IT,127.0,2020-10-10 00:00:00.000000
"LG 65"" UN81006LB 4K Ultra HD Smart TV with webOS - £649 delivered @HughesDirect / eBay",649.0,eBay,257.0,2020-10-10 00:00:00.000000
"SAMSUNG Galaxy Tab A7 10.4"" Tablet - 32 GB - £208.05 Delivered with code @ Currys / eBay",208.0,eBay,181.0,2020-10-10 00:00:00.000000
LG OLED65C9PLA 65 Inch Ultra HD 4K OLED TV Black with Freeview 5 Year Warranty £1889 @ RgbDirect,1899.0,RGB Direct,273.0,2020-10-10 00:00:00.000000
"Belkin E-Series 6 Way/ 6 Plug SurgeStrip Surge Protected Extension Lead - 1 m Cable, White £9.99 @ Amazon (+£4.49 non-prime)",10.0,Amazon,224.0,2020-10-10 00:00:00.000000
SONY WI-SP500 Wireless Bluetooth Sports Earphones In-Ear White - £19.97 at Currys PC World,20.0,Currys PC World,218.0,2020-10-10 00:00:00.000000
Seagate BarraCuda Q1 480GB SSD - £43 @ CCL,43.0,CCLOnline,553.0,2020-10-10 00:00:00.000000
"WD Blue SN550 1TB High-Performance M.2 Pcie NVMe SSD, £94.95 at sereneituk / ebay with code",95.0,eBay,421.0,2020-10-10 00:00:00.000000
MSI B450M PRO-VDH MAX Motherboard mATX - £66.98 @ Amazon,67.0,Amazon,245.0,2020-10-10 00:00:00.000000
"Huawei MatePad T8 Tablet (+ £30 Cashback) 2GB RAM, 16GB 8”, Deepsea Blue Tablet - £99.99 (£69.99 With Cashback) @ John Lewis & Partners",100.0,John Lewis,265.0,2020-10-10 00:00:00.000000
LG OLED65CX6LA With Nintendo switch with Animal Crossing and Minecraft + LG fb4 headphones £2418 @ Currys PC World,2418.0,Currys PC World,278.0,2020-10-10 00:00:00.000000
"Huawei MatePad T8 Tablet (+ £30 Cashback) 2GB RAM, 16GB 8”, Deepsea Blue Tablet - £89 (£59 With Cashback) @ Amazon",89.0,Amazon,438.0,2020-10-10 00:00:00.000000
"128GB DSP MicroSD Memory Card (Class 10, A1, U3, up to 100Mb/s) for £8.88 (Prime) / +£4.49 (Non Prime) delivered @ Amazon",9.0,Amazon,125.0,2020-10-10 00:00:00.000000
"SONY Sports WF-SP700N Wireless Bluetooth Headphones - White/Pink, £44.97 at Currys PC World",45.0,Currys PC World,292.0,2020-10-10 00:00:00.000000
"Crucial P2 500GB PCIe NVMe M.2 2280SS SSD (up to 2,400Mb/s) - £52.43 delivered with code @ Crucial",52.0,Crucial Shop,344.0,2020-10-10 00:00:00.000000
"JABRA Elite Active 65t Bluetooth Wireless Headphones - Red Copper, £44.97 at Currys PC World",45.0,Currys PC World,1134.0,2020-10-10 00:00:00.000000
HP DeskJet 2710 All in One Wireless Inkjet Printer WiFi White £39.99 @ Currys / eBay,40.0,eBay,218.0,2020-10-10 00:00:00.000000
Philips Hue Hue White and Colour Ambiance Mini Starter Kit B22 - £67.99 @ Amazon,68.0,Amazon,315.0,2020-10-10 00:00:00.000000
"Samsung QE50Q60T 50 inch, QLED, 4K Ultra HD, Ambient Mode, HDR, Smart TV £649 @ Very",649.0,Very,226.0,2020-10-10 00:00:00.000000
"Huawei P30 Pro 8GB+128GB Aurora, EE B Grade / Used @ CeX",275.0,CeX,290.0,2020-10-10 00:00:00.000000
"Huawei P30 Pro 8GB+128GB Aurora, EE B Grade / Used @ CeX",275.0,CeX,290.0,2020-10-10 00:00:00.000000
"2 Pack Smart Plug, Gosund WiFi Plugs Socket Work with Amazon Alexa, Google, £13.59 at Nice EU and FB Amazon (+£4.49 non prime)",14.0,Amazon,381.0,2020-10-10 00:00:00.000000
"electriQ 43"" IPS QLED Super UltraWide 120hz HDR400 Curved Monitor - £449.97 @ Laptops Direct",450.0,Laptops Direct,475.0,2020-10-10 00:00:00.000000
Sony WF-SP700N noise cancelling Bluetooth earphones - £44.97 in white @ Amazon,45.0,Amazon,212.0,2020-10-10 00:00:00.000000
Samsung Galaxy Watch LTE 42mm UK Version - £189.81 @ Amazon,190.0,Amazon,206.0,2020-10-10 00:00:00.000000
Motorola Moto G 5G Plus 64GB Smartphone Android 10 Surfing Blue - £189.99 With Code @ Currys / Ebay,190.0,eBay,1373.0,2020-10-10 00:00:00.000000
WD Elements Portable (Recertified) 2TB External USB Drive - £36.99 delivered @ WD,37.0,Western Digital Shop,534.0,2020-10-09 00:00:00.000000
Samsung Galaxy S5e 6GB Ram 128gb /all colours (Pristine condition) £269 @ 4Gadgets,269.0,4gadgets,433.0,2020-10-09 00:00:00.000000
"AUKEY True Wireless Earphones, Bluetooth 5 Headphones - £17.99 (+£4.49 non prime) Sold by Aukey / FBA @ Amazon",18.0,Amazon,373.0,2020-10-09 00:00:00.000000
"Integral 240GB P Series 5 SATA III 2.5"" SSD Drive - 560MB/s R, 540MB/s W + 3 Year Warranty - £24.99 Delivered @ MyMemory",25.0,MyMemory,334.0,2020-10-09 00:00:00.000000
Nokia 5.3 - UK Model - Dual SIM / Cyan / 64GB + 4GB RAM - £139.93 delivered @ Clove Technology,140.0,Clove Technology,251.0,2020-10-09 00:00:00.000000
Galaxy Tab S6 Lite or Tab S5e and free pair of silver Galaxy Buds worth £119 @ Samsung,314.0,Samsung,193.0,2020-10-09 00:00:00.000000
Seagate Expansion Desktop 16 TB External Hard Drive HDD - USB 3.0 for PC Laptop - £265.74 @ Amazon,266.0,Amazon,246.0,2020-10-09 00:00:00.000000
Corsair CV550 80+ Bronze 550 Watt Non-Modular Power Supply - £39.99 with code at Currys PC World,40.0,Currys PC World,385.0,2020-10-09 00:00:00.000000
Apeman C550 front and rear dash cam - £29.99 lighting deal- C370 single front for £20.99 - C660 for £31.69,30.0,Amazon,293.0,2020-10-09 00:00:00.000000
ASUS ZenBook 14 Ryzen 5 8GB RAM 256GB SSD 1.1Kg Slim Ultrabook £522.47 @ Box eBay,522.0,eBay,372.0,2020-10-09 00:00:00.000000
"Sony Bravia KD65XH9505 LED HDR 4K Smart Android TV, Plus Claim £100 E-Gift Card (via redemption) @ John Lewis & Partners 5 year guarantee",1499.0,John Lewis,207.0,2020-10-09 00:00:00.000000
Soundmagic E11c in-ear earphones - Silver and Black (20% discount plus extra 5% off for first time purchasers) @ Sound Magic Headphones,40.0,Sound Magic Headphones,218.0,2020-10-09 00:00:00.000000
Epson XP-2105 wireless printer with free additional black cartridge - £39.99 (Free Click & Collect) @ Argos,40.0,Argos,439.0,2020-10-09 00:00:00.000000
"Samsung Galaxy S20 128GB 4G Dual Sim Smartphone – Unlocked, Cloud Pink Used In Excellent Condition - £499.99 @ District Electricals",500.0,districtelectricals,353.0,2020-10-09 00:00:00.000000
"SAMSUNG UE65TU8507UXXU 65"" Smart 4K Ultra HD HDR LED TV with Bixby, Alexa & Google Assistant £799 delivered* @ Currys PC World",799.0,Currys PC World,225.0,2020-10-09 00:00:00.000000
Honor Magic EarBuds Wireless Headphones £59.99 for prime day on Amazon,60.0,Amazon,217.0,2020-10-09 00:00:00.000000
Olympus E-PL8 1442 Kit: Save £50 + FREE 45mm F1.8 Lens - £349 delivered using code @ Olympus Shop,349.0,Olympus Shop,232.0,2020-10-09 00:00:00.000000
"OnePlus 8 Pro 5G 8GB RAM 128GB UK SIM-Free Smartphone with Quad Camera, Dual SIM and Alexa built-in Onyx Black - £699 @ Amazon",699.0,Amazon,188.0,2020-10-09 00:00:00.000000
oneo 3-in-1 Digital Alarm Clock with Thermometer & 5W Wireless Charger - Black - £16.99 @ MyMemory,17.0,MyMemory,286.0,2020-10-09 00:00:00.000000
Lenovo Thinkpad Yoga 11E 3rd Gen Laptop i3-6100U 128GB 4GB - £189.99 @ ITZOO,190.0,ITZOO,256.0,2020-10-09 00:00:00.000000
"LG 22MN430M-B 21.5"" FULL HD IPS FREESYNC 75HZ MONITOR. £79.97 @ box.co.uk",80.0,Box.co.uk,244.0,2020-10-09 00:00:00.000000
Galaxy S20 5G through Samsung Employee or Student Portal £679.15 @ Samsung Portal,679.0,Samsung,161.0,2020-10-09 00:00:00.000000
"LG OLED55CX5LC 55"" 4K Ultra HD OLED TV - LG Alpha 9 Gen 3 Processor, Dolby Vision + Free LG FN4 Earbuds Free 5 Year Guarantee £1324 @ Hughes",1324.0,Hughes,253.0,2020-10-09 00:00:00.000000
Cambridge Audio Melomania 1 True Wireless Earbuds £89.95 - Sold by Cambridge Audio and Fulfilled by Amazon,90.0,Amazon,743.0,2020-10-09 00:00:00.000000
Samsung QE65Q65T (2020) QLED HDR 4K Ultra HD Smart TV + Claim a £100 E-Gift Card - £999 @ JohnLewis,999.0,John Lewis,219.0,2020-10-09 00:00:00.000000
E-M10 Mark III 14-42 Kit £399 with code from Olympus shop,399.0,Olympus Shop,160.0,2020-10-09 00:00:00.000000
Hisense 65AE7400FTUK 65 Inch 4K TV - £569.99 (after auto Member discount) @ Costco,570.0,Costco,259.0,2020-10-09 00:00:00.000000
JBL JR POP Portable Bluetooth Speaker £10.97 free click and collect at Currys PC World,11.0,Currys PC World,171.0,2020-10-09 00:00:00.000000
Moto E6 plus (Dual SIM) - Caribbean Blue 4GB/64GB version for £89.99 delivered @ Lenovo,90.0,Lenovo UK,272.0,2020-10-09 00:00:00.000000
Motorola Moto G9 Play 5000mAh 64GB 4GB Smartphone - £120 + £10 Top Up @ Vodafone (PAYG),130.0,Vodafone Shop,326.0,2020-10-09 00:00:00.000000
Samsung Galaxy Note 10 Aura Black / Glow Smartphone 256GB (Used - Good) - £389.99 With Code @ 4gadgets,390.0,4gadgets,197.0,2020-10-09 00:00:00.000000
Ticwatch GTX Shadow Black Smartwatch - 10 Days Battery IP68 Heart Rate Monitor Sleep Monitoring - £54.95 @ Amazon,55.0,Amazon,193.0,2020-10-09 00:00:00.000000
Nokia 2.4 - Android One Dual SIM Smart Phone 32GB / 2GB RAM in Charcoal - available to order for £99.99 from Nokia,100.0,Nokia Shop,111.0,2020-10-09 00:00:00.000000
Claim A £100 E-Gift Card on Selected Electricals For My John Lewis Members - From £799 @ John Lewis & Partners,799.0,John Lewis,666.0,2020-10-09 00:00:00.000000
ASENNO 120GB 2.5 Inch SSD With 128M Cache SATAIII 6GB/s Sold by YUANHUI SSD and Fulfilled by Amazon £15.20 for prime members only,15.0,Amazon,189.0,2020-10-09 00:00:00.000000
UGREEN USB Type-C to RJ45 LAN Ethernet Gigabit adapter for £10.99 delivered using code Prime (+£4.49 non Prime) @ Ugreen fulfilled by Amazon,11.0,Amazon,170.0,2020-10-09 00:00:00.000000
"PHILIPS 58"" Smart 4K HDR Ambilight LED TV & Sound Bar Bundle - £499 @ Currys PC World",499.0,Currys PC World,486.0,2020-10-09 00:00:00.000000
Sony Xperia 5 ll (+ Free WH-H910N Headphones) 128 GB Black 4000 mAh 6.1-inch Smartphone (+ 7% Topcashback) £799.99 @ Carphone Warehouse,800.0,Carphone Warehouse,260.0,2020-10-09 00:00:00.000000
"HyperX Impact DDR4 8GB 2666 MHz CL15 SODIMM Laptop Memory, £29.68 at Amazon",30.0,Amazon,294.0,2020-10-09 00:00:00.000000
Motorola G9 Play Smartphone 4GB 64GB 5000mAh(dual SIM) + 2 year Accident Damage Protection + Lenovo Smart Bulb £159.99 @ Lenovo UK,160.0,Lenovo UK,247.0,2020-10-09 00:00:00.000000
Samsung UE50TU7100 50 Inch TV Smart 4K LED FREE DELIVERY! £407.55 with code @ AO eBay,382.0,eBay,200.0,2020-10-09 00:00:00.000000
Anker PowerCore 20100 black 20% off- 20000mAh Ultra High Capacity Power Bank £23.99 with voucher Sold by AnkerDirect and Fulfilled by Amazon,24.0,Amazon,241.0,2020-10-09 00:00:00.000000
"MOTOROLA Moto G 5G Plus - 64 GB, Surfing Blue £199.99 @ Currys PC World",200.0,Currys PC World,405.0,2020-10-09 00:00:00.000000
Acoustic Solutions Wireless Bluetooth Speaker with Alexa - Grey - £29.99 @ Argos / Ebay,30.0,eBay,208.0,2020-10-09 00:00:00.000000
Western Digital Hard Drive Gold 12 TB SATA 256 MB 3.5 Inch £288.35 @ Amazon,288.0,Amazon,279.0,2020-10-09 00:00:00.000000
"LG OLED 55BX6LA (2020) OLED HDR 4K Ultra HD Smart TV, 55"" £999 John Lewis & Partners members (Argos Price Match + E-Gift Card redemption)",999.0,John Lewis,124.0,2020-10-09 00:00:00.000000
Motorola moto g 5G plus £199.99 @ Amazon,200.0,Amazon,496.0,2020-10-09 00:00:00.000000
ViewSonic 22 Inch LED Gaming Monitor - £90.67 With Code @ eBay,91.0,eBay,152.0,2020-10-09 00:00:00.000000
Amazon Echo Flex with Alexa - White £19 @ ao.com,19.0,ao.com,103.0,2020-10-09 00:00:00.000000
PNY XLR8 CS3030 SSD M.2 NVMe 1TB £125.01 @ Amazon,125.0,Amazon,170.0,2020-10-09 00:00:00.000000
"Toshiba 55VL5A63DB 55-Inch Smart 4K Ultra HD HDR LED TV Freeview HD, Freeview Play and Built-in WiFi - (2020 Model) - £323.51 @ Amazon",324.0,Amazon,194.0,2020-10-09 00:00:00.000000
"Samsung C24F390 24"" FHD VA Freesync Vesa Curved LED Monitor, £94.99 at Amazon",95.0,Amazon,293.0,2020-10-09 00:00:00.000000
Kami Outdoor Smart Camera H31 - 1080p / Local Storage / IP-65 / Two-way Audi / Colour Night Vision - £49.99 Delivered @ Box,50.0,Box.co.uk,185.0,2020-10-09 00:00:00.000000
"Targus CityLite - Grey Laptop Case 14” for £8.97 / 15.6"" for £9.97 @ Currys PC World (free click and collect)",9.0,Currys PC World,405.0,2020-10-09 00:00:00.000000
OnePlus 8 Pro Smartphone + OnePlus Bullets Wireless Z In-Ear Headphones 12GB 256GB - £799 / 128GB £699 @ John Lewis & Partners,699.0,John Lewis,885.0,2020-10-09 00:00:00.000000
Apple Watch Series 6 Red Aluminium with Red Sports Band 44mm £388.55 using code @ Currys Ebay,389.0,eBay,720.0,2020-10-09 00:00:00.000000
"Wenger Legacy 10.2"" Sleeve in Black £2.47 + £2.99 delivery at Laptops Direct",5.0,Laptops Direct,188.0,2020-10-09 00:00:00.000000
Ring Battery Pack for Ring Doorbell - Grey £18 delivered @ AO,18.0,ao.com,684.0,2020-10-09 00:00:00.000000
"GOOGLE Nest WiFi Router & Nest WiFi Point - AC 2200, Dual-band £189 at Currys PC World",189.0,Currys PC World,170.0,2020-10-08 00:00:00.000000
"Q700T 55inch TV and Galaxy Z flip phone - £1,999 @ Samsung Store",1999.0,Samsung,166.0,2020-10-08 00:00:00.000000
Motorola Moto G 5G Plus (Sim Free) £199.99 @ Carphone Warehouse,200.0,Carphone Warehouse,2097.0,2020-10-08 00:00:00.000000
HUAWEI MediaPad T5 4+64G Black - £169.99 @ Huawei,170.0,Huawei Store,186.0,2020-10-08 00:00:00.000000
"ASUS Vivobook, Intel Core i3-1005G1, 4GB RAM, 256GB SSD, Win 10, 14 Inch Laptop, X409JA-EK022T for £329.99 delivered @ Costco",330.0,Costco,343.0,2020-10-08 00:00:00.000000
Sony HT-X8500 Bluetooth All-In-One Sound Bar with Dolby Atmos & Vertical Surround Engine £239.98 @ Costco,240.0,Costco,943.0,2020-10-08 00:00:00.000000
eufy Security 2K Indoor Cam Pan & Tilt £39.99 with voucher applied Sold by AnkerDirect and Fulfilled by Amazon.,40.0,Amazon,227.0,2020-10-08 00:00:00.000000
Samsung Galaxy S10 Prism Black - £349.99 (Used) @ 4gadgets,350.0,4gadgets,237.0,2020-10-08 00:00:00.000000
Nest Wi-Fi router £99 with John Lewis member code @ John Lewis & Partners,99.0,John Lewis,242.0,2020-10-08 00:00:00.000000
HYPERX Pulsefire Core Optical Gaming Mouse £19.99 at Currys PC world with code,20.0,Currys PC World,194.0,2020-10-08 00:00:00.000000
Beikell Adjustable Car Phone Holder Mount Cradle for Car - Amazon Lightning Deal - £5.94 (+£4.49 Non-Prime) - Sold by Autkors Direct / FBA,6.0,Amazon,200.0,2020-10-08 00:00:00.000000
Varta Longlife Power AA Batteries 12 Pack £3.51 - Free Click & Collect @ Screwfix,4.0,Screwfix,254.0,2020-10-08 00:00:00.000000
